epoch,loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G
1,0.6795224733944631,0.6643681389792602,0.6719453078956744,0.81864218266203,0.2761422981248913,21.529314603342332
2,0.6542903004707672,0.6224784702036478,0.6383843873438868,0.894065795928454,0.14961427251079845,12.115136224471454
3,0.6442520315451056,0.6312276902019862,0.637739862211332,0.9064852861632344,0.1311084027224918,10.739615419967413
4,0.636709834125488,0.6325076541293614,0.6346087444252911,0.9298153651005214,0.12431481797930735,10.253426741784484
5,0.6257159338172185,0.6162121494715619,0.6209640446909892,0.9878453674095672,0.11998962454841405,9.987067196006715
6,0.6091670631714375,0.6053488938176755,0.6072579761900109,1.0503685024356122,0.11806963309554203,9.905590925094602
7,0.6470588882011675,0.6348961181814538,0.6409775055690166,0.990418107200668,0.1150180728037734,9.616773695145577
8,0.582556513711149,0.5702741452942349,0.5764153247838603,1.1097984665551772,0.1147549161676062,9.71641712750591
9,0.5696097624191125,0.5557764897153353,0.5626931280739031,1.1729061663328462,0.11317589123787722,9.661097918688863
10,0.5656025860051659,0.5463550581381067,0.5559788237072889,1.2402046165319152,0.11241351371112046,9.671218171404806
11,0.512483817766408,0.49042497057674767,0.50145439681057,1.3874629015005326,0.11266997263851906,9.837710876203975
12,0.46204476349294843,0.45706514089479167,0.459554955872782,1.4908421800029126,0.11250585397826607,9.928781162243903
13,0.39888865882297286,0.38997121639948196,0.39442993859627695,1.7296337018237915,0.11117364320131262,10.067656985086746
14,0.39351668438638865,0.39701232560764127,0.3952645066692477,1.9270952381043398,0.11161457434330575,10.298188331941127
15,0.27871934693047357,0.2719355854923508,0.2753274662858788,2.205441317724676,0.11066169428910035,10.505068449394631
16,0.30259083852618696,0.30561245988068736,0.30410164795840766,2.267023751134938,0.11017383669925827,10.530061507923193
17,0.32771297044530784,0.3257439328576731,0.32672845433620784,2.351255406836721,0.10977813894657133,10.584615851543921
18,0.1647358526164307,0.16452169906417885,0.1646287761747513,2.849524722817528,0.11019078282338578,11.113833555020555
19,0.15025989215363122,0.15165944013358543,0.15095966564193852,3.0196998815421114,0.1113181727409739,11.368562801039346
20,0.1174017678859379,0.12320234535081374,0.12030205649753088,3.315583283078058,0.11103258008510004,11.643026684870245
21,0.29389550023051325,0.3319948936750361,0.31294519548957106,3.166600110801337,0.1102612313407671,11.436192479903669
22,0.1454308079080416,0.1386990735058134,0.14206494158942218,3.1282650195316917,0.11003213823390345,11.380675454485026
23,0.07782080901227205,0.0773783292397321,0.0775995692746087,3.6870931744178344,0.10937771163900421,11.890421601652827
24,0.05765888380128763,0.059558293238535655,0.05860858838518586,3.960689818338618,0.10966145557890476,12.1852989108149
25,0.5258518410956005,0.5794304448398565,0.5526411476917859,2.6611102326343126,0.1069302852911404,10.68088161930711
26,0.28475447594544645,0.29056059658872274,0.2876575365179195,2.613564452141727,0.10641768781261529,10.594891035784634
27,0.08250875644844373,0.08273550541687698,0.08262213118349525,3.4999805107130078,0.10648399347143175,11.486280050316171
28,0.05565072225307804,0.054219446649117445,0.054935084618321015,3.924046121980566,0.10607279875279309,11.879505955627376
29,0.04302625553546904,0.044091557589734036,0.04355890635357245,4.227533249819088,0.10585578210689761,12.166716946858221
30,0.058828340025820186,0.056592696965754544,0.05771051899745718,4.366458527857476,0.10654495872051574,12.357330480793287
31,0.37672248598192737,0.4110122053597698,0.3938673478813312,3.459530116778893,0.1054526484226336,11.368478793418975
32,0.5902441587288004,0.6062137051964777,0.5982289309775894,1.2222965124007508,0.10017517457797656,8.735434611763804
33,0.34584481492782293,0.34805919605452784,0.3469520048595156,2.300858095113215,0.10273221656797686,10.00577426537827
34,0.13391199554544508,0.1309627336267837,0.13243736556626487,3.206304819734812,0.10436643636552739,11.033787577691129
35,0.22749664181264978,0.21099843105845717,0.2192475360965344,3.410920018796939,0.10433129010081563,11.235766783233862
36,0.06793288174999004,0.06889466319821727,0.06841377224417165,3.89586522147339,0.1045202231424933,11.734881863434357
37,0.396514082235055,0.2912190647244809,0.3438665766308815,3.5177168843308477,0.10490453632311007,11.385557090569312
38,0.6485113693228441,0.6655610081095162,0.6570361878983539,0.9547144646563489,0.09768019145112612,8.280728890480711
39,0.4699121752413202,0.47585380635469726,0.4728829918379284,1.7617604585984037,0.09938403663040775,9.215563181636837
40,0.39594208706622996,0.3748938860954704,0.38541798566112223,2.2098875093853056,0.10083024467153966,9.77215584298926
41,0.18986076013615064,0.18473135104215754,0.18729605475303773,2.8992869620278867,0.10168011496851115,10.525295630141807
42,0.09596560946132517,0.09848897903896352,0.09722729450555176,3.5077426903460625,0.10234100242131805,11.183317871735888
43,0.5850183385810204,0.6150293618717592,0.6000238500225864,1.9293229935902076,0.0996231729082741,9.401060852694256
44,0.34623365189639094,0.35195616998370227,0.3490949120361429,2.3235302795428217,0.10016841893810234,9.83616166530357
45,0.11130610875512306,0.12112112391257357,0.11621361742537209,3.3216617201872505,0.10106497209348658,10.901534530670418
46,0.1820163717086788,0.18648259922556348,0.1842494855925386,3.513763642135512,0.10150776982866587,11.126846381536433
47,0.2590400752593985,0.26725059324281375,0.2631453330759707,2.8144550927998453,0.10075755423879114,10.371271715359835
48,0.08487085334521605,0.09118049092722759,0.08802567221983344,3.741759835597237,0.10133931708611794,11.342208676017963
49,0.06439996557122424,0.11170933214422069,0.08805464874667576,3.9683557764471735,0.10108550214415242,11.54976841075241
50,1.0020852399127391,0.8861210373082162,0.9441031409881835,0.9350657036967932,0.09475895720899011,8.04198746269008
