epoch,loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G
1,0.5181684818954274,0.49004079586745103,0.5041046389441479,1.7788399721099142,0.1594929655348546,13.740812417688693
2,0.4722857034595184,0.5060767286465123,0.4891812169779691,1.6810733351125522,0.10747223049297723,9.741490612401265
3,0.5651153297345304,0.5659852434454645,0.5655502855788191,1.369302431329518,0.1090173135091396,9.545600961848725
4,0.5399498256093553,0.5327282792175106,0.5363390512598537,1.5773251703250373,0.11163106231224991,9.94965487581668
5,0.5150996605380155,0.517783127760398,0.5164413941694564,1.6938464941736817,0.11005109268992319,9.947678437217085
6,0.5324101994356607,0.5418181136974259,0.5371141545755412,1.6340303214499767,0.11109055079259769,9.965821630219379
7,0.5170336418009298,0.5208134398311142,0.5189235393998499,1.6443346564694077,0.1092649659678515,9.839207155420636
8,0.47478887305126133,0.5017029279139132,0.48824589912063215,1.788163903176356,0.10645203490163618,9.772066516832743
9,0.4906098444838493,0.5184670895646376,0.5045384673430128,1.739415336737983,0.10881760368143574,9.90073564707679
10,0.47586967057561363,0.4932216790482054,0.48454567506274443,1.8233654511177642,0.10740045608709972,9.878399694925355
11,0.5107323533188936,0.5011373964000664,0.5059348758575939,1.8594832635231024,0.1094059844628857,10.064932106963882
12,0.5069981564163597,0.521539412207631,0.5142687837241011,1.8059483886852028,0.10843882999377524,9.938860661143611
13,0.4697803000875592,0.5133382882253341,0.49155929468816445,1.7583924114296525,0.10552472416223319,9.672746716184447
14,0.4844605153001611,0.4904617183557126,0.4874611154222162,1.8836987609614955,0.10698613098017609,9.907658595694338
15,0.5087964568948842,0.5181154136477532,0.5134559351792153,1.8265952899249922,0.10894660528356645,9.997590722022675
16,0.4683481473818633,0.5087297859420572,0.4885389686320594,1.878596829506842,0.10719692142030011,9.918365928680672
17,0.4703665146809617,0.4813170225687577,0.4758417684060324,1.9089282092014657,0.10652855883512333,9.898570133472104
18,0.47594728016569054,0.4966489268032768,0.4862981027999134,1.8970498321935543,0.10810426606690697,10.004869780957689
19,0.4644520616564817,0.5088107495763188,0.486631405180052,1.7699907803439308,0.1038779296476068,9.560835523269228
20,0.49364793720777134,0.5082832345591707,0.500965585901761,1.8478462043695651,0.10452474860398368,9.68720234776095
21,0.4833811270411095,0.49787098977224215,0.49062605812824256,1.8450332213008318,0.10740673579778584,9.900538415589416
22,0.4599740877551571,0.47898278155207485,0.46947843566152814,2.0234982695847923,0.10888994817888029,10.190244405620374
23,0.4391903197534896,0.45082817651630597,0.4450092469022794,2.259379875152002,0.1103664620777985,10.536864540732871
24,0.4663098286396419,0.4918919711202441,0.47910090073271633,1.9423087693799197,0.10813223162194668,10.05222614919765
25,0.449480186870239,0.4863231601306227,0.46790167490223217,2.0779909684786393,0.10681958746752278,10.089460063728977
26,0.4582904224975912,0.45697612369633256,0.4576332732165004,2.0888174929661476,0.10785512332093312,10.177951735152543
27,0.4126789041194041,0.45228696500452364,0.4324829348885718,2.2393883266052654,0.10787009230030851,10.329645250003713
28,0.4483643153510229,0.4764393551995958,0.4624018351090659,2.068073033366771,0.10745928829492403,10.127519670252672
29,0.41596246939906945,0.4317999704587926,0.42388122100151154,2.292669902699842,0.1105000234052066,10.580171667858528
30,0.4371979554954086,0.4590474639349855,0.4481227101201909,2.094341607631434,0.10680997609182886,10.105089797652564
31,0.41198621660225354,0.4413043870887024,0.42664530209108714,2.2815128496691113,0.1064552343074071,10.26565544065542
32,0.4414449983127657,0.40996177583101984,0.4257033866695118,2.5196598985415477,0.11376243080619175,11.051842227141815
33,0.2905378566973869,0.30282757681058453,0.2966827167589665,3.114135951049366,0.11561886355602258,11.785550732874315
34,0.347059152118944,0.35539722098120885,0.3512281865272139,2.9482200094718336,0.11593848890287718,11.64360666969001
35,0.22942266604230632,0.2628138849308266,0.24611827562602803,3.5526622535679477,0.11642223755957556,12.284330056337815
36,0.31654184772668126,0.30535647751413664,0.310949162727863,3.2850990178771924,0.11966921859810316,12.260290418447955
37,0.30315988880306005,0.3071538808600601,0.3051568855625087,3.373375538293048,0.11872279572942561,12.277585237795023
38,0.2921763509296386,0.27700860272879385,0.28459247600469445,3.3389209919219978,0.11963582466343882,12.311607817359375
39,0.24141204696623522,0.2626405372894293,0.25202629289568756,3.635039159034232,0.11872653038814657,12.539528962877284
40,0.25371360344640476,0.2487357842869692,0.25122469465173003,3.7816259644856354,0.1189234777644875,12.700886812332156
41,0.2429323696121299,0.255976221733698,0.2494542953512051,3.62463677203302,0.11846954288366446,12.509852480432682
42,0.28018580320790604,0.29698578682755056,0.2885857957215889,3.49604636226937,0.12111759431138909,12.579865914655322
43,0.2937617900587165,0.28952354373086675,0.2916426663895291,3.4591756383097216,0.11838638648853247,12.338154621047345
44,0.2765933291631562,0.2986080803672107,0.2876007046936563,3.2694225215753003,0.11689554238223243,12.036588231367164
45,0.28452396868363444,0.33027712323650776,0.30740054581962967,3.328630330874881,0.11339837817372972,11.83350867378948
46,0.3345589711648131,0.3871397180840381,0.360849344477452,2.675936273403509,0.11220397198856577,11.091234194778798
47,0.3060298216563974,0.2953153136877894,0.30067256789092073,3.291332759377247,0.11554311156565529,11.957066122908227
48,0.2699051205844194,0.291330501364027,0.28061781154219445,3.2824556534486384,0.11719632708809992,12.072180183272852
49,0.3101538239755997,0.2930438184561007,0.30159882090393964,3.247890720822279,0.11671848843886981,12.001777341402185
50,0.27158748426798135,0.27800476249008876,0.27479612423091027,3.5493382704418917,0.11822934765528738,12.416539367616918
