epoch,loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G
1,0.4891571234647128,0.4663940317773326,0.4777755773884778,1.8213178027534243,0.09262974644656267,8.768548784769356
2,0.47587744250185504,0.4720207565251294,0.4739490994210622,2.058347558590606,0.07592669912708155,7.75285002450744
3,0.3522630255227128,0.3398146464827603,0.3460388359909787,2.6291575795116287,0.07842192538219775,8.510801989384625
4,0.3771008750090322,0.37102545594544073,0.37406316569410414,2.5008054241673916,0.07772962968876837,8.33052766304277
5,0.448105234650798,0.44904934904010135,0.4485772914809552,2.2386670928345884,0.07858317376735147,8.132405120699778
6,0.4123034788040546,0.42085814881007044,0.4165808124519661,2.3533536785713483,0.08010267988879409,8.361054671306098
7,0.39081680414766756,0.4055996338369636,0.3982082181764489,2.562955342529741,0.0805935897514441,8.607474597487432
8,0.38884649790174164,0.4193874723175921,0.4041169839387774,2.3951411833370986,0.0784553893311555,8.279295377850051
9,0.4007303761679228,0.39487617401079234,0.3978032760717943,2.454773248046736,0.0794712470855166,8.41511678453205
10,0.30999762945167175,0.3398626736960828,0.32493015204043674,2.810584272477954,0.0787829461443974,8.71930523376893
11,0.16113014368321757,0.18728319046731143,0.17420666655824413,3.7906895445121833,0.0790790279230778,9.721616658540686
12,0.2796689633614159,0.27674967248346144,0.2782093174709848,3.3763269510224014,0.09634047572641609,10.601862648715267
13,0.2766473096431702,0.2765216493912795,0.2765844804470777,3.3804436465135774,0.08448530868931693,9.71684181257526
14,0.2778773604686921,0.27006618826849804,0.27397177456847915,3.5898505240265957,0.08306813061592684,9.81996030504821
15,0.25963370825336957,0.2680322083378547,0.2638329579660647,3.4239033605474223,0.07960422421581344,9.394220177591757
16,0.3024887883705506,0.3120076971557419,0.3072482432458728,3.2773357330759887,0.0815000848672525,9.389842121429282
17,0.31448606800241585,0.2927873201345574,0.3036366951647462,3.3675206169086276,0.08157136830168608,9.485373226943695
18,0.3111180866899123,0.3433916730165753,0.32725488035295397,3.0270378879762503,0.08015919614967998,9.038977581347245
19,0.29724066475820754,0.3190308538457082,0.3081357599038963,3.0132011506466747,0.07801489113805045,8.864318007359312
20,0.312725228669085,0.2958569608559509,0.30429109522078973,3.362862409551207,0.08106838333936986,9.44299116173105
21,0.27323395810079393,0.3298977987229035,0.30156587827483666,3.310505805863386,0.07760540764258239,9.130911380935714
22,0.25817922525618675,0.25211440967260357,0.25514681795104105,3.413345630307292,0.08002589308424371,9.415287593237542
23,0.15289049400544139,0.1736045044187248,0.16324749789568974,4.237806430871332,0.08191540100852293,10.381461484796349
24,0.19717750979864074,0.18618341999831647,0.19168046483936257,4.230104960288245,0.0803473958898778,10.256159665186155
25,0.23458513892388816,0.2273777697766737,0.23098145503476955,3.9292264932000007,0.07948177983661336,9.890359990245184
26,0.2910124400244216,0.2889384167595807,0.2899754275235506,3.51682776332884,0.07959845288608151,9.486711728161058
27,0.18297898780034247,0.20190684313868068,0.1924429155667999,4.122229920925225,0.0783918595107087,10.001619385811773
28,0.2772650702724368,0.2948076327347858,0.2860363517560792,3.6739000356471183,0.08000619830336672,9.674364926834683
29,0.22470778440421357,0.24892943225704314,0.23681861024879686,3.6587484435576965,0.07670317894896561,9.411486849081678
30,0.19956505893955476,0.23905959398869975,0.21931232704957201,3.7532687638697655,0.07913186718722341,9.68815882657884
31,0.23158088258233928,0.2705344906814596,0.2510576855790379,3.5139720395596723,0.07710512036135296,9.296856017315909
32,0.13587395733576083,0.12825162968200335,0.13206279406844315,4.706703214630336,0.08209128774129025,10.86354979987147
33,0.19065360875810702,0.23555772171644668,0.21310566526148667,3.981077487857932,0.07965219529437409,9.954992146820597
34,0.20418494413116095,0.23174472263580287,0.21796483290565447,3.8504149901664153,0.0791676979320584,9.787992341046415
35,0.157141993193806,0.16449250620970277,0.16081724973719136,4.3958987294425675,0.08080102176953048,10.455975352766721
36,0.13666369562340544,0.12724521116428855,0.1319544532414844,4.8045147346568156,0.08135460381150016,10.90611001338621
37,0.050789810101633595,0.045626060101451024,0.04820793544945123,5.920544477088523,0.07644406925313998,11.65384968535724
38,0.08117249900966363,0.08427582027652865,0.08272415948579359,5.392379511161455,0.08057544826964799,11.43553812002563
39,0.09236431635223252,0.12099532587638256,0.10667982114850952,5.362763362455092,0.08219823928939529,11.527631306134042
40,0.13074980305576203,0.14360737490418574,0.13717858879378694,4.683350768817552,0.0816539363589712,10.807396004121804
41,0.2295868022737405,0.20816371990287752,0.2188752613584138,4.19820389545593,0.0826295044899572,10.395416732505813
42,0.18022575229830948,0.20329318444832295,0.19175946897615284,4.268771626626151,0.08017339223158709,10.281776047120822
43,0.18460996225789808,0.1970986561722663,0.19085430950919263,4.307803909715468,0.08051620377872715,10.346519183594157
44,0.22544502486578838,0.22805233063953928,0.22674867666914195,3.8878499426884376,0.07972885220302274,9.867513842234041
45,0.25376956268306283,0.26608856952929316,0.25992906560581464,3.7460404918964296,0.07999534857533343,9.74569161248044
46,0.2350642666474276,0.25425572566264776,0.2446599964567826,3.8339149909710937,0.08010339249247483,9.841669430800453
47,0.2042409490196904,0.2340312024270461,0.21913607515735667,3.8588659501213702,0.078892068467432,9.775771080015753
48,0.27174826550953757,0.27162226073818835,0.271685264312226,3.697964570009351,0.07838156088917543,9.576581619840619
49,0.19990063860400722,0.22704317556622622,0.2134719062573697,3.941890671904121,0.07835030974240527,9.818163925778252
50,0.13286035464641852,0.15321374339674224,0.14303704960049296,4.63528282358503,0.08054156331520174,10.675900095578935
